area,UNIT_MEASURE,type,TIME_PERIOD,OBS_VALUE,type_id
Costa Rica,PT_POP,Government/compulsory health insurance,2023,93,1
Czechia,PT_POP,Public and primary voluntary health insurance,2000,100,2
Czechia,PT_POP,Public and primary voluntary health insurance,2001,100,2
Czechia,PT_POP,Public and primary voluntary health insurance,2002,100,2
Czechia,PT_POP,Public and primary voluntary health insurance,2003,100,2
Czechia,PT_POP,Public and primary voluntary health insurance,2004,100,2
Czechia,PT_POP,Public and primary voluntary health insurance,2005,100,2
Czechia,PT_POP,Public and primary voluntary health insurance,2006,100,2
Czechia,PT_POP,Public and primary voluntary health insurance,2007,100,2
Czechia,PT_POP,Public and primary voluntary health insurance,2008,100,2
Czechia,PT_POP,Public and primary voluntary health insurance,2009,100,2
Czechia,PT_POP,Public and primary voluntary health insurance,2010,100,2
Czechia,PT_POP,Public and primary voluntary health insurance,2011,100,2
Czechia,PT_POP,Public and primary voluntary health insurance,2012,100,2
Czechia,PT_POP,Public and primary voluntary health insurance,2013,100,2
Czechia,PT_POP,Public and primary voluntary health insurance,2014,100.2,2
Czechia,PT_POP,Public and primary voluntary health insurance,2015,100,2
Czechia,PT_POP,Public and primary voluntary health insurance,2016,100,2
Czechia,PT_POP,Public and primary voluntary health insurance,2017,100,2
Czechia,PT_POP,Public and primary voluntary health insurance,2018,100,2
Czechia,PT_POP,Public and primary voluntary health insurance,2019,100,2
Czechia,PT_POP,Public and primary voluntary health insurance,2020,100,2
Czechia,PT_POP,Public and primary voluntary health insurance,2021,100,2
Czechia,PT_POP,Public and primary voluntary health insurance,2022,100,2
Czechia,PT_POP,Public and primary voluntary health insurance,2023,100,2
Czechia,PT_POP,Government/compulsory health insurance,2000,100,1
Czechia,PT_POP,Government/compulsory health insurance,2001,100,1
Czechia,PT_POP,Government/compulsory health insurance,2002,100,1
Czechia,PT_POP,Government/compulsory health insurance,2003,100,1
Czechia,PT_POP,Government/compulsory health insurance,2004,100,1
Czechia,PT_POP,Government/compulsory health insurance,2005,100,1
Czechia,PT_POP,Government/compulsory health insurance,2006,100,1
Czechia,PT_POP,Government/compulsory health insurance,2007,100,1
Czechia,PT_POP,Government/compulsory health insurance,2008,100,1
Czechia,PT_POP,Government/compulsory health insurance,2009,100,1
Czechia,PT_POP,Government/compulsory health insurance,2010,100,1
Czechia,PT_POP,Government/compulsory health insurance,2011,100,1
Czechia,PT_POP,Government/compulsory health insurance,2012,100,1
Czechia,PT_POP,Government/compulsory health insurance,2013,100,1
Czechia,PT_POP,Government/compulsory health insurance,2014,100,1
Czechia,PT_POP,Government/compulsory health insurance,2015,100,1
Czechia,PT_POP,Government/compulsory health insurance,2016,100,1
Czechia,PT_POP,Government/compulsory health insurance,2017,100,1
Czechia,PT_POP,Government/compulsory health insurance,2018,100,1
Czechia,PT_POP,Government/compulsory health insurance,2019,100,1
Czechia,PT_POP,Government/compulsory health insurance,2020,100,1
Czechia,PT_POP,Government/compulsory health insurance,2021,100,1
Czechia,PT_POP,Government/compulsory health insurance,2022,100,1
Czechia,PT_POP,Government/compulsory health insurance,2023,100,1
Czechia,PS,Government/compulsory health insurance,2000,10369,1
Czechia,PS,Government/compulsory health insurance,2001,10350,1
Czechia,PS,Government/compulsory health insurance,2002,10333,1
Czechia,PS,Government/compulsory health insurance,2003,10314,1
Czechia,PS,Government/compulsory health insurance,2004,10309,1
Czechia,PS,Government/compulsory health insurance,2005,10296,1
Czechia,PS,Government/compulsory health insurance,2006,10297,1
Czechia,PS,Government/compulsory health insurance,2007,10324,1
Czechia,PS,Government/compulsory health insurance,2008,10365,1
Czechia,PS,Government/compulsory health insurance,2009,10376,1
Czechia,PS,Government/compulsory health insurance,2010,10387,1
Czechia,PS,Government/compulsory health insurance,2011,10394,1
Czechia,PS,Government/compulsory health insurance,2012,10513,1
Czechia,PS,Government/compulsory health insurance,2013,10406,1
Czechia,PS,Government/compulsory health insurance,2014,10413,1
Czechia,PS,Government/compulsory health insurance,2015,10422,1
Czechia,PS,Government/compulsory health insurance,2016,10444,1
Czechia,PS,Government/compulsory health insurance,2017,10470,1
Czechia,PS,Government/compulsory health insurance,2018,10505,1
Czechia,PS,Government/compulsory health insurance,2019,10536,1
Czechia,PS,Government/compulsory health insurance,2020,10548,1
Czechia,PS,Government/compulsory health insurance,2021,10547,1
Czechia,PS,Government/compulsory health insurance,2022,10814,1
Czechia,PS,Government/compulsory health insurance,2023,10857,1
Denmark,PT_POP,Government/compulsory health insurance,2000,100,1
Denmark,PT_POP,Government/compulsory health insurance,2001,100,1
Denmark,PT_POP,Government/compulsory health insurance,2002,100,1
Denmark,PT_POP,Government/compulsory health insurance,2003,100,1
Denmark,PT_POP,Government/compulsory health insurance,2004,100,1
Denmark,PT_POP,Government/compulsory health insurance,2005,100,1
Denmark,PT_POP,Government/compulsory health insurance,2006,100,1
Denmark,PT_POP,Government/compulsory health insurance,2007,100,1
Denmark,PT_POP,Government/compulsory health insurance,2008,100,1
Denmark,PT_POP,Government/compulsory health insurance,2009,100,1
Denmark,PT_POP,Government/compulsory health insurance,2010,100,1
Denmark,PT_POP,Government/compulsory health insurance,2011,100,1
Denmark,PT_POP,Government/compulsory health insurance,2012,100,1
Denmark,PT_POP,Government/compulsory health insurance,2013,100,1
Denmark,PT_POP,Government/compulsory health insurance,2014,100,1
Denmark,PT_POP,Government/compulsory health insurance,2015,100,1
Denmark,PT_POP,Government/compulsory health insurance,2016,100,1
Denmark,PT_POP,Government/compulsory health insurance,2017,100,1
Denmark,PT_POP,Government/compulsory health insurance,2018,100,1
Denmark,PT_POP,Government/compulsory health insurance,2019,100,1
Denmark,PT_POP,Government/compulsory health insurance,2020,100,1
Denmark,PT_POP,Government/compulsory health insurance,2021,100,1
Denmark,PT_POP,Government/compulsory health insurance,2022,100,1
Denmark,PT_POP,Government/compulsory health insurance,2023,100,1
Denmark,PS,Government/compulsory health insurance,2000,5337,1
Denmark,PS,Government/compulsory health insurance,2001,5355,1
Denmark,PS,Government/compulsory health insurance,2002,5374,1
Denmark,PS,Government/compulsory health insurance,2003,5387,1
Denmark,PS,Government/compulsory health insurance,2004,5401,1
Denmark,PS,Government/compulsory health insurance,2005,5415,1
Denmark,PS,Government/compulsory health insurance,2006,5434,1
Denmark,PS,Government/compulsory health insurance,2007,5457,1
Denmark,PS,Government/compulsory health insurance,2008,5489,1
Denmark,PS,Government/compulsory health insurance,2009,5519,1
Denmark,PS,Government/compulsory health insurance,2010,5544,1
Denmark,PS,Government/compulsory health insurance,2011,5567,1
Denmark,PS,Government/compulsory health insurance,2012,5587,1
Denmark,PS,Government/compulsory health insurance,2013,5609,1
Denmark,PS,Government/compulsory health insurance,2014,5640,1
Denmark,PS,Government/compulsory health insurance,2015,5660,1
Denmark,PS,Government/compulsory health insurance,2016,5707.3,1
Denmark,PS,Government/compulsory health insurance,2017,5748.8,1
Denmark,PS,Government/compulsory health insurance,2018,5781.2,1
Denmark,PS,Government/compulsory health insurance,2019,5806,1
Denmark,PS,Government/compulsory health insurance,2020,5825,1
Denmark,PS,Government/compulsory health insurance,2021,5867.4,1
Denmark,PS,Government/compulsory health insurance,2022,5928.3,1
Denmark,PS,Government/compulsory health insurance,2023,5932.7,1
Denmark,PT_POP,Public and primary voluntary health insurance,2000,100,2
Denmark,PT_POP,Public and primary voluntary health insurance,2001,100,2
Denmark,PT_POP,Public and primary voluntary health insurance,2002,100,2
Denmark,PT_POP,Public and primary voluntary health insurance,2003,100,2
Denmark,PT_POP,Public and primary voluntary health insurance,2004,100,2
Denmark,PT_POP,Public and primary voluntary health insurance,2005,100,2
Denmark,PT_POP,Public and primary voluntary health insurance,2006,100,2
Denmark,PT_POP,Public and primary voluntary health insurance,2007,100,2
Denmark,PT_POP,Public and primary voluntary health insurance,2008,100,2
Denmark,PT_POP,Public and primary voluntary health insurance,2009,100,2
Denmark,PT_POP,Public and primary voluntary health insurance,2010,100,2
Denmark,PT_POP,Public and primary voluntary health insurance,2011,100,2
Denmark,PT_POP,Public and primary voluntary health insurance,2012,100,2
Denmark,PT_POP,Public and primary voluntary health insurance,2013,100,2
Denmark,PT_POP,Public and primary voluntary health insurance,2014,100,2
Denmark,PT_POP,Public and primary voluntary health insurance,2015,100,2
Denmark,PT_POP,Public and primary voluntary health insurance,2016,100,2
Denmark,PT_POP,Public and primary voluntary health insurance,2017,100,2
Denmark,PT_POP,Public and primary voluntary health insurance,2018,100,2
Denmark,PT_POP,Public and primary voluntary health insurance,2019,100,2
Denmark,PT_POP,Public and primary voluntary health insurance,2020,100,2
Denmark,PT_POP,Public and primary voluntary health insurance,2021,100,2
Denmark,PT_POP,Public and primary voluntary health insurance,2022,100,2
Denmark,PT_POP,Public and primary voluntary health insurance,2023,100,2
Estonia,PT_POP,Government/compulsory health insurance,2004,93.6,1
Estonia,PT_POP,Government/compulsory health insurance,2005,94.1,1
Estonia,PT_POP,Government/compulsory health insurance,2006,95.2,1
Estonia,PT_POP,Government/compulsory health insurance,2007,96.2,1
Estonia,PT_POP,Government/compulsory health insurance,2008,96,1
Estonia,PT_POP,Government/compulsory health insurance,2009,95.7,1
Estonia,PT_POP,Government/compulsory health insurance,2010,94.5,1
Estonia,PT_POP,Government/compulsory health insurance,2011,94,1
Estonia,PT_POP,Government/compulsory health insurance,2012,93.7,1
Estonia,PT_POP,Government/compulsory health insurance,2013,93.6,1
Estonia,PT_POP,Government/compulsory health insurance,2014,93.9,1
Estonia,PT_POP,Government/compulsory health insurance,2015,94,1
Estonia,PT_POP,Government/compulsory health insurance,2016,94,1
Estonia,PT_POP,Government/compulsory health insurance,2017,94.1,1
Estonia,PT_POP,Government/compulsory health insurance,2018,94.5,1
Estonia,PT_POP,Government/compulsory health insurance,2019,95,1
Estonia,PT_POP,Government/compulsory health insurance,2020,95.2,1
Estonia,PT_POP,Government/compulsory health insurance,2021,95.9,1
Estonia,PT_POP,Government/compulsory health insurance,2022,96.1,1
Estonia,PT_POP,Government/compulsory health insurance,2023,94.8,1
Estonia,PT_POP,Public and primary voluntary health insurance,2004,93.6,2
Estonia,PT_POP,Public and primary voluntary health insurance,2005,94.1,2
Estonia,PT_POP,Public and primary voluntary health insurance,2006,95.2,2
Estonia,PT_POP,Public and primary voluntary health insurance,2007,96.2,2
Estonia,PT_POP,Public and primary voluntary health insurance,2008,96,2
Estonia,PT_POP,Public and primary voluntary health insurance,2009,95.7,2
Estonia,PT_POP,Public and primary voluntary health insurance,2010,94.5,2
Estonia,PT_POP,Public and primary voluntary health insurance,2011,94,2
Estonia,PT_POP,Public and primary voluntary health insurance,2012,93.7,2
Estonia,PT_POP,Public and primary voluntary health insurance,2013,93.6,2
Estonia,PT_POP,Public and primary voluntary health insurance,2014,93.9,2
Estonia,PT_POP,Public and primary voluntary health insurance,2015,94,2
Estonia,PT_POP,Public and primary voluntary health insurance,2016,94,2
Estonia,PT_POP,Public and primary voluntary health insurance,2017,94.1,2
Estonia,PT_POP,Public and primary voluntary health insurance,2018,94.5,2
Estonia,PT_POP,Public and primary voluntary health insurance,2019,95,2
Estonia,PT_POP,Public and primary voluntary health insurance,2020,95.2,2
Estonia,PT_POP,Public and primary voluntary health insurance,2021,95.9,2
Estonia,PT_POP,Public and primary voluntary health insurance,2022,96.1,2
Estonia,PT_POP,Public and primary voluntary health insurance,2023,94.8,2
Estonia,PS,Government/compulsory health insurance,2004,1271.6,1
Estonia,PS,Government/compulsory health insurance,2005,1271.4,1
Estonia,PS,Government/compulsory health insurance,2006,1278,1
Estonia,PS,Government/compulsory health insurance,2007,1287.8,1
Estonia,PS,Government/compulsory health insurance,2008,1281.7,1
Estonia,PS,Government/compulsory health insurance,2009,1276.4,1
Estonia,PS,Government/compulsory health insurance,2010,1256.2,1
Estonia,PS,Government/compulsory health insurance,2011,1245.5,1
Estonia,PS,Government/compulsory health insurance,2012,1237.1,1
Estonia,PS,Government/compulsory health insurance,2013,1231.2,1
Estonia,PS,Government/compulsory health insurance,2014,1232.8,1
Estonia,PS,Government/compulsory health insurance,2015,1237.3,1
Estonia,PS,Government/compulsory health insurance,2016,1237.3,1
Estonia,PS,Government/compulsory health insurance,2017,1240.9,1
Estonia,PS,Government/compulsory health insurance,2018,1251.6,1
Estonia,PS,Government/compulsory health insurance,2019,1262.4,1
Estonia,PS,Government/compulsory health insurance,2020,1265.6,1
Estonia,PS,Government/compulsory health insurance,2021,1273.7,1
Estonia,PS,Government/compulsory health insurance,2022,1304.4,1
Estonia,PS,Government/compulsory health insurance,2023,1295.6,1
Finland,PT_POP,Public and primary voluntary health insurance,2000,100,2
Finland,PT_POP,Public and primary voluntary health insurance,2001,100,2
Finland,PT_POP,Public and primary voluntary health insurance,2002,100,2
Finland,PT_POP,Public and primary voluntary health insurance,2003,100,2
Finland,PT_POP,Public and primary voluntary health insurance,2004,100,2
Finland,PT_POP,Public and primary voluntary health insurance,2005,100,2
Finland,PT_POP,Public and primary voluntary health insurance,2006,100,2
Finland,PT_POP,Public and primary voluntary health insurance,2007,100,2
Finland,PT_POP,Public and primary voluntary health insurance,2008,100,2
Finland,PT_POP,Public and primary voluntary health insurance,2009,100,2
Finland,PT_POP,Public and primary voluntary health insurance,2010,100,2
Finland,PT_POP,Public and primary voluntary health insurance,2011,100,2
Finland,PT_POP,Public and primary voluntary health insurance,2012,100,2
Finland,PT_POP,Public and primary voluntary health insurance,2013,100,2
Finland,PT_POP,Public and primary voluntary health insurance,2014,100,2
Finland,PT_POP,Public and primary voluntary health insurance,2015,100,2
Finland,PT_POP,Public and primary voluntary health insurance,2016,100,2
Finland,PT_POP,Public and primary voluntary health insurance,2017,100,2
Finland,PT_POP,Public and primary voluntary health insurance,2018,100,2
Finland,PT_POP,Public and primary voluntary health insurance,2019,100,2
Finland,PT_POP,Public and primary voluntary health insurance,2020,100,2
Finland,PT_POP,Public and primary voluntary health insurance,2021,100,2
Finland,PT_POP,Public and primary voluntary health insurance,2022,100,2
Finland,PT_POP,Public and primary voluntary health insurance,2023,100,2
Finland,PT_POP,Government/compulsory health insurance,2000,100,1
Finland,PT_POP,Government/compulsory health insurance,2001,100,1
Finland,PT_POP,Government/compulsory health insurance,2002,100,1
Finland,PT_POP,Government/compulsory health insurance,2003,100,1
Finland,PT_POP,Government/compulsory health insurance,2004,100,1
Finland,PT_POP,Government/compulsory health insurance,2005,100,1
Finland,PT_POP,Government/compulsory health insurance,2006,100,1
Finland,PT_POP,Government/compulsory health insurance,2007,100,1
Finland,PT_POP,Government/compulsory health insurance,2008,100,1
Finland,PT_POP,Government/compulsory health insurance,2009,100,1
Finland,PT_POP,Government/compulsory health insurance,2010,100,1
Finland,PT_POP,Government/compulsory health insurance,2011,100,1
Finland,PT_POP,Government/compulsory health insurance,2012,100,1
Finland,PT_POP,Government/compulsory health insurance,2013,100,1
Finland,PT_POP,Government/compulsory health insurance,2014,100,1
Finland,PT_POP,Government/compulsory health insurance,2015,100,1
Finland,PT_POP,Government/compulsory health insurance,2016,100,1
Finland,PT_POP,Government/compulsory health insurance,2017,100,1
Finland,PT_POP,Government/compulsory health insurance,2018,100,1
Finland,PT_POP,Government/compulsory health insurance,2019,100,1
Finland,PT_POP,Government/compulsory health insurance,2020,100,1
Finland,PT_POP,Government/compulsory health insurance,2021,100,1
Finland,PT_POP,Government/compulsory health insurance,2022,100,1
Finland,PT_POP,Government/compulsory health insurance,2023,100,1
Finland,PS,Government/compulsory health insurance,2000,5181,1
Finland,PS,Government/compulsory health insurance,2001,5195,1
Finland,PS,Government/compulsory health insurance,2002,5206,1
Finland,PS,Government/compulsory health insurance,2003,5220,1
Finland,PS,Government/compulsory health insurance,2004,5236,1
Finland,PS,Government/compulsory health insurance,2005,5255,1
Finland,PS,Government/compulsory health insurance,2006,5266,1
Finland,PS,Government/compulsory health insurance,2007,5289,1
Finland,PS,Government/compulsory health insurance,2008,5313,1
Finland,PS,Government/compulsory health insurance,2009,5339,1
Finland,PS,Government/compulsory health insurance,2010,5363,1
Finland,PS,Government/compulsory health insurance,2011,5388,1
Finland,PS,Government/compulsory health insurance,2012,5414,1
Finland,PS,Government/compulsory health insurance,2013,5439,1
Finland,PS,Government/compulsory health insurance,2014,5471.8,1
Finland,PS,Government/compulsory health insurance,2015,5487.3,1
Finland,PS,Government/compulsory health insurance,2016,5503.3,1
Finland,PS,Government/compulsory health insurance,2017,5513.1,1
Finland,PS,Government/compulsory health insurance,2018,5517.9,1
Finland,PS,Government/compulsory health insurance,2019,5525.3,1
Finland,PS,Government/compulsory health insurance,2020,5533.8,1
Finland,PS,Government/compulsory health insurance,2021,5548.2,1
Finland,PS,Government/compulsory health insurance,2022,5564,1
Finland,PS,Government/compulsory health insurance,2023,5603.1,1
France,PT_POP,Public and primary voluntary health insurance,2000,99.9,2
France,PT_POP,Public and primary voluntary health insurance,2001,99.9,2
France,PT_POP,Public and primary voluntary health insurance,2002,99.9,2
France,PT_POP,Public and primary voluntary health insurance,2003,99.9,2
France,PT_POP,Public and primary voluntary health insurance,2004,99.9,2
France,PT_POP,Public and primary voluntary health insurance,2005,99.9,2
France,PT_POP,Public and primary voluntary health insurance,2006,99.9,2
France,PT_POP,Public and primary voluntary health insurance,2007,99.9,2
France,PT_POP,Public and primary voluntary health insurance,2008,99.9,2
France,PT_POP,Public and primary voluntary health insurance,2009,99.9,2
France,PT_POP,Public and primary voluntary health insurance,2010,99.9,2
France,PT_POP,Public and primary voluntary health insurance,2011,99.9,2
France,PT_POP,Public and primary voluntary health insurance,2012,99.9,2
France,PT_POP,Public and primary voluntary health insurance,2013,99.9,2
France,PT_POP,Public and primary voluntary health insurance,2014,99.9,2
France,PT_POP,Public and primary voluntary health insurance,2015,99.9,2
France,PT_POP,Public and primary voluntary health insurance,2016,99.9,2
France,PT_POP,Public and primary voluntary health insurance,2017,99.9,2
France,PT_POP,Public and primary voluntary health insurance,2018,99.9,2
France,PT_POP,Public and primary voluntary health insurance,2019,99.9,2
France,PT_POP,Public and primary voluntary health insurance,2020,99.9,2
France,PT_POP,Public and primary voluntary health insurance,2021,99.9,2
France,PT_POP,Public and primary voluntary health insurance,2022,99.9,2
France,PT_POP,Government/compulsory health insurance,2000,99.9,1
France,PT_POP,Government/compulsory health insurance,2001,99.9,1
France,PT_POP,Government/compulsory health insurance,2002,99.9,1
France,PT_POP,Government/compulsory health insurance,2003,99.9,1
France,PT_POP,Government/compulsory health insurance,2004,99.9,1
France,PT_POP,Government/compulsory health insurance,2005,99.9,1
France,PT_POP,Government/compulsory health insurance,2006,99.9,1
France,PT_POP,Government/compulsory health insurance,2007,99.9,1
France,PT_POP,Government/compulsory health insurance,2008,99.9,1
France,PT_POP,Government/compulsory health insurance,2009,99.9,1
France,PT_POP,Government/compulsory health insurance,2010,99.9,1
France,PT_POP,Government/compulsory health insurance,2011,99.9,1
France,PT_POP,Government/compulsory health insurance,2012,99.9,1
France,PT_POP,Government/compulsory health insurance,2013,99.9,1
France,PT_POP,Government/compulsory health insurance,2014,99.9,1
France,PT_POP,Government/compulsory health insurance,2015,99.9,1
France,PT_POP,Government/compulsory health insurance,2016,99.9,1
France,PT_POP,Government/compulsory health insurance,2017,99.9,1
France,PT_POP,Government/compulsory health insurance,2018,99.9,1
France,PT_POP,Government/compulsory health insurance,2019,99.9,1
France,PT_POP,Government/compulsory health insurance,2020,99.9,1
France,PT_POP,Government/compulsory health insurance,2021,99.9,1
France,PT_POP,Government/compulsory health insurance,2022,99.9,1
France,PS,Government/compulsory health insurance,2000,60664.1,1
France,PS,Government/compulsory health insurance,2001,61102.1,1
France,PS,Government/compulsory health insurance,2002,61542.9,1
France,PS,Government/compulsory health insurance,2003,61975.5,1
France,PS,Government/compulsory health insurance,2004,62428.3,1
France,PS,Government/compulsory health insurance,2005,62895.4,1
France,PS,Government/compulsory health insurance,2006,63330,1
France,PS,Government/compulsory health insurance,2007,63717.5,1
France,PS,Government/compulsory health insurance,2008,64069,1
France,PS,Government/compulsory health insurance,2009,64394.3,1
France,PS,Government/compulsory health insurance,2010,64708.4,1
France,PS,Government/compulsory health insurance,2011,65022.2,1
France,PS,Government/compulsory health insurance,2012,65337.6,1
France,PS,Government/compulsory health insurance,2013,65670.1,1
France,PS,Government/compulsory health insurance,2014,66210.4,1
France,PS,Government/compulsory health insurance,2015,66446,1
France,PS,Government/compulsory health insurance,2016,66621.9,1
France,PS,Government/compulsory health insurance,2017,66816.4,1
France,PS,Government/compulsory health insurance,2018,67057.9,1
France,PS,Government/compulsory health insurance,2019,67282.6,1
France,PS,Government/compulsory health insurance,2020,67470.9,1
France,PS,Government/compulsory health insurance,2021,67671.1,1
France,PS,Government/compulsory health insurance,2022,67874.6,1
Germany,PS,Government/compulsory health insurance,2000,73804,1
Germany,PS,Government/compulsory health insurance,2001,73639,1
Germany,PS,Government/compulsory health insurance,2002,73477,1
Germany,PS,Government/compulsory health insurance,2003,73250,1
Germany,PS,Government/compulsory health insurance,2004,73007,1
Germany,PS,Government/compulsory health insurance,2005,72772,1
Germany,PS,Government/compulsory health insurance,2006,72490,1
Germany,PS,Government/compulsory health insurance,2007,72247,1
Germany,PS,Government/compulsory health insurance,2008,72083,1
Germany,PS,Government/compulsory health insurance,2009,80313,1
Germany,PS,Government/compulsory health insurance,2010,80137,1
Germany,PS,Government/compulsory health insurance,2011,80147,1
Germany,PS,Government/compulsory health insurance,2012,80312,1
Germany,PS,Government/compulsory health insurance,2013,80545,1
Germany,PS,Government/compulsory health insurance,2014,80893,1
Germany,PS,Government/compulsory health insurance,2015,81608,1
Germany,PS,Government/compulsory health insurance,2016,82275,1
Germany,PS,Government/compulsory health insurance,2017,82588,1
Germany,PS,Government/compulsory health insurance,2018,82841,1
Germany,PS,Government/compulsory health insurance,2019,83032,1
Germany,PS,Government/compulsory health insurance,2020,83100,1
Germany,PS,Government/compulsory health insurance,2021,83135,1
Germany,PS,Government/compulsory health insurance,2022,83736,1
Germany,PT_POP,Government/compulsory health insurance,2000,90.6,1
Germany,PT_POP,Government/compulsory health insurance,2001,90.3,1
Germany,PT_POP,Government/compulsory health insurance,2002,90.1,1
Germany,PT_POP,Government/compulsory health insurance,2003,89.8,1
Germany,PT_POP,Government/compulsory health insurance,2004,89.6,1
Germany,PT_POP,Government/compulsory health insurance,2005,89.5,1
Germany,PT_POP,Government/compulsory health insurance,2006,89.3,1
Germany,PT_POP,Government/compulsory health insurance,2007,89.2,1
Germany,PT_POP,Government/compulsory health insurance,2008,89.3,1
Germany,PT_POP,Government/compulsory health insurance,2009,99.8,1
Germany,PT_POP,Government/compulsory health insurance,2010,99.8,1
Germany,PT_POP,Government/compulsory health insurance,2011,99.8,1
Germany,PT_POP,Government/compulsory health insurance,2012,99.9,1
Germany,PT_POP,Government/compulsory health insurance,2013,99.9,1
Germany,PT_POP,Government/compulsory health insurance,2014,99.9,1
Germany,PT_POP,Government/compulsory health insurance,2015,99.9,1
Germany,PT_POP,Government/compulsory health insurance,2016,99.9,1
Germany,PT_POP,Government/compulsory health insurance,2017,99.9,1
Germany,PT_POP,Government/compulsory health insurance,2018,99.9,1
Germany,PT_POP,Government/compulsory health insurance,2019,99.9,1
Germany,PT_POP,Government/compulsory health insurance,2020,99.9,1
Germany,PT_POP,Government/compulsory health insurance,2021,99.9,1
Germany,PT_POP,Government/compulsory health insurance,2022,99.9,1
Germany,PT_POP,Public and primary voluntary health insurance,2000,99.8,2
Germany,PT_POP,Public and primary voluntary health insurance,2001,99.8,2
Germany,PT_POP,Public and primary voluntary health insurance,2002,99.8,2
Germany,PT_POP,Public and primary voluntary health insurance,2003,99.7,2
Germany,PT_POP,Public and primary voluntary health insurance,2004,99.7,2
Germany,PT_POP,Public and primary voluntary health insurance,2005,99.8,2
Germany,PT_POP,Public and primary voluntary health insurance,2006,99.8,2
Germany,PT_POP,Public and primary voluntary health insurance,2007,99.8,2
Germany,PT_POP,Public and primary voluntary health insurance,2008,100,2
Germany,PT_POP,Public and primary voluntary health insurance,2009,99.8,2
Germany,PT_POP,Public and primary voluntary health insurance,2010,99.8,2
Germany,PT_POP,Public and primary voluntary health insurance,2011,99.8,2
Germany,PT_POP,Public and primary voluntary health insurance,2012,99.9,2
Germany,PT_POP,Public and primary voluntary health insurance,2013,99.9,2
Germany,PT_POP,Public and primary voluntary health insurance,2014,99.9,2
Germany,PT_POP,Public and primary voluntary health insurance,2015,99.9,2
Germany,PT_POP,Public and primary voluntary health insurance,2016,99.9,2
Germany,PT_POP,Public and primary voluntary health insurance,2017,99.9,2
Germany,PT_POP,Public and primary voluntary health insurance,2018,99.9,2
Germany,PT_POP,Public and primary voluntary health insurance,2019,99.9,2
Germany,PT_POP,Public and primary voluntary health insurance,2020,99.9,2
Germany,PT_POP,Public and primary voluntary health insurance,2021,99.9,2
Germany,PT_POP,Public and primary voluntary health insurance,2022,99.9,2
Greece,PT_POP,Public and primary voluntary health insurance,2000,100,2
Greece,PT_POP,Public and primary voluntary health insurance,2001,100,2
Greece,PT_POP,Public and primary voluntary health insurance,2002,100,2
Greece,PT_POP,Public and primary voluntary health insurance,2003,100,2
Greece,PT_POP,Public and primary voluntary health insurance,2004,100,2
Greece,PT_POP,Public and primary voluntary health insurance,2005,100,2
Greece,PT_POP,Public and primary voluntary health insurance,2006,100,2
Greece,PT_POP,Public and primary voluntary health insurance,2007,100,2
Greece,PT_POP,Public and primary voluntary health insurance,2008,100,2
Greece,PT_POP,Public and primary voluntary health insurance,2016,100,2
Greece,PT_POP,Public and primary voluntary health insurance,2017,100,2
Greece,PT_POP,Public and primary voluntary health insurance,2018,100,2
Greece,PT_POP,Public and primary voluntary health insurance,2019,100,2
Greece,PT_POP,Public and primary voluntary health insurance,2020,100,2
Greece,PT_POP,Public and primary voluntary health insurance,2021,100,2
Greece,PT_POP,Public and primary voluntary health insurance,2022,100,2
Greece,PT_POP,Public and primary voluntary health insurance,2023,100,2
Greece,PS,Government/compulsory health insurance,2000,10554,1
Greece,PS,Government/compulsory health insurance,2001,10940,1
Greece,PS,Government/compulsory health insurance,2002,10969,1
Greece,PS,Government/compulsory health insurance,2003,10999,1
Greece,PS,Government/compulsory health insurance,2004,11038,1
Greece,PS,Government/compulsory health insurance,2005,11074,1
Greece,PS,Government/compulsory health insurance,2006,11112,1
Greece,PS,Government/compulsory health insurance,2007,11144,1
Greece,PS,Government/compulsory health insurance,2008,11182,1
Greece,PS,Government/compulsory health insurance,2016,10775,1
Greece,PS,Government/compulsory health insurance,2017,10754,1
Greece,PS,Government/compulsory health insurance,2018,10732,1
Greece,PS,Government/compulsory health insurance,2019,10722,1
Greece,PS,Government/compulsory health insurance,2020,10719,1
Greece,PS,Government/compulsory health insurance,2021,10482,1
Greece,PS,Government/compulsory health insurance,2022,10462,1
Greece,PS,Government/compulsory health insurance,2023,10414,1
Greece,PT_POP,Government/compulsory health insurance,2000,100,1
Greece,PT_POP,Government/compulsory health insurance,2001,100,1
Greece,PT_POP,Government/compulsory health insurance,2002,100,1
Greece,PT_POP,Government/compulsory health insurance,2003,100,1
Greece,PT_POP,Government/compulsory health insurance,2004,100,1
Greece,PT_POP,Government/compulsory health insurance,2005,100,1
Greece,PT_POP,Government/compulsory health insurance,2006,100,1
Greece,PT_POP,Government/compulsory health insurance,2007,100,1
Greece,PT_POP,Government/compulsory health insurance,2008,100,1
Greece,PT_POP,Government/compulsory health insurance,2016,100,1
Greece,PT_POP,Government/compulsory health insurance,2017,100,1
Greece,PT_POP,Government/compulsory health insurance,2018,100,1
Greece,PT_POP,Government/compulsory health insurance,2019,100,1
Greece,PT_POP,Government/compulsory health insurance,2020,100,1
Greece,PT_POP,Government/compulsory health insurance,2021,100,1
Greece,PT_POP,Government/compulsory health insurance,2022,100,1
Greece,PT_POP,Government/compulsory health insurance,2023,100,1
