area,FREQ,Frequency of observation,MEASURE,Measure,Age,SEX,Sex,TIME_PERIOD,Time period,OBS_VALUE
Germany,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2001,,19.9
Germany,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2002,,19.9
Germany,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2003,,20
Germany,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2004,,20.5
Germany,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2005,,20.7
Germany,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2006,,21.1
Germany,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2007,,21.2
Germany,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2008,,21.3
Germany,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2009,,21.5
Germany,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2010,,21.6
Germany,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2011,,21.5
Germany,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2012,,21.6
Germany,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2013,,21.6
Germany,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2014,,22
Germany,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2015,,21.6
Germany,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2016,,21.9
Germany,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2017,,21.9
Germany,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2018,,21.8
Germany,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2019,,22.1
Germany,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2020,,21.8
Germany,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2021,,21.6
Germany,A,Annual,LFEXP,Life expectancy,60 years,M,Male,2022,,21.5
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1960,,-6
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1961,,-6.4
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1962,,-6.4
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1963,,-6.3
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1964,,-6.4
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1965,,-6.5
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1966,,-6.4
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1967,,-6.7
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1968,,-6.7
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1969,,-7.1
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1970,,-6.8
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1971,,-6.6
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1972,,-6.8
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1973,,-6.9
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1974,,-7
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1975,,-7
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1976,,-7
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1977,,-6.9
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1978,,-7
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1979,,-7
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1980,,-7.1
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1981,,-7
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1982,,-7
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1983,,-6.7
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1984,,-6.5
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1985,,-6.4
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1986,,-6.3
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1987,,-6.4
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1988,,-6.4
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1989,,-6.3
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1990,,-6.2
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1991,,-6
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1992,,-5.9
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1993,,-5.9
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1994,,-5.9
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1995,,-5.8
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1996,,-5.9
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1997,,-5.7
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1998,,-5.6
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,1999,,-5.6
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,2000,,-5.4
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,2001,,-5.4
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,2002,,-5.2
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,2003,,-5
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,2004,,-4.9
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,2005,,-4.8
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,2006,,-4.8
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,2007,,-4.7
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,2008,,-4.5
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,2009,,-4.6
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,2010,,-4.5
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,2011,,-4.5
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,2012,,-4.4
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,2013,,-4.2
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,2014,,-4.1
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,2015,,-4.1
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,2016,,-4.2
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,2017,,-4.1
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,2018,,-4.2
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,2019,,-4.1
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,2020,,-4.1
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,2021,,-4.1
Australia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),0 years,_T,Total,2022,,-4.1
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1960,,6.1
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1961,,6.6
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1962,,6.1
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1963,,6
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1964,,6.7
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1965,,6.5
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1966,,6.4
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1967,,6.6
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1968,,6.4
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1969,,6.7
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1970,,6.7
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1971,,6.7
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1972,,7.1
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1973,,7
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1974,,7.3
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1975,,7.6
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1976,,7.4
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1977,,7.9
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1978,,7.8
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1979,,8
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1980,,7.9
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1981,,7.9
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1982,,8.1
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1983,,8
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1984,,8.5
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1985,,8.6
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1986,,8.5
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1987,,8.9
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1988,,8.9
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1989,,8.9
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1990,,8.7
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1991,,9.1
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1992,,9.1
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1993,,9.2
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1994,,9.4
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1995,,9.2
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1996,,9.2
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1997,,9.2
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1998,,9.4
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1999,,9.3
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2000,,9.3
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2001,,9.6
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2002,,9.6
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2003,,9.4
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2004,,9.9
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2005,,9.9
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2006,,10.3
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2007,,10.3
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2008,,10.4
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2009,,10.4
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2010,,10.6
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2011,,10.6
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2012,,10.3
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2013,,10.4
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2014,,10.7
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2015,,10.3
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2016,,10.8
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2017,,10.7
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2018,,10.8
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2019,,10.9
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2020,,10.1
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2021,,10.9
Switzerland,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2022,,10.5
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1960,,-3.9
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1961,,-3.9
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1962,,-4.2
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1963,,-4.3
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1964,,-4.4
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1965,,-4.5
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1966,,-4.5
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1967,,-4.6
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1968,,-4.6
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1969,,-4.8
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1970,,-4.7
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1971,,-4.8
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1972,,-4.9
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1973,,-5
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1974,,-5
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1975,,-5.2
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1976,,-5.2
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1977,,-5.3
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1978,,-5.4
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1979,,-5.4
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1980,,-5.5
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1981,,-5.5
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1982,,-5.6
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1983,,-5.6
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1984,,-5.6
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1985,,-5.7
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1986,,-5.6
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1987,,-5.7
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1988,,-5.6
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1989,,-5.7
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1990,,-5.6
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1991,,-5.7
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1992,,-5.8
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1993,,-5.8
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1994,,-5.8
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1995,,-5.8
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1996,,-5.7
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1997,,-5.7
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1998,,-5.6
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1999,,-5.5
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2000,,-5.4
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2001,,-5.3
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2002,,-5.1
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2003,,-5
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2004,,-4.9
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2005,,-4.8
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2006,,-4.8
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2007,,-4.8
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2008,,-4.6
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2009,,-4.6
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2010,,-4.5
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2011,,-4.7
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2012,,-4.6
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2013,,-4.5
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2014,,-4.5
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2015,,-4.5
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2016,,-4.5
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2017,,-4.3
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2018,,-4.3
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2019,,-4.3
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2020,,-4.5
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2021,,-4.6
Germany,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2022,,-4.4
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1982,,-6.9
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1983,,-6.9
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1984,,-6.6
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1985,,-6.7
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1986,,-6.7
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1987,,-7.1
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1988,,-7
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1989,,-7
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1990,,-6.8
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1991,,-6.5
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1992,,-6.7
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1993,,-6.9
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1994,,-6.6
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1995,,-6.7
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1996,,-6.7
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1997,,-6.8
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1998,,-6.7
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,1999,,-6.6
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2000,,-6.9
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2001,,-7
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2002,,-6.9
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2003,,-6.9
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2004,,-6.6
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2005,,-6.2
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2006,,-6.7
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2007,,-6.6
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2008,,-6.3
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2009,,-6.2
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2010,,-6.3
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2011,,-5.9
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2012,,-5.7
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2013,,-5.8
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2014,,-5.5
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2015,,-5.6
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2016,,-5.5
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2017,,-5.5
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2018,,-5.4
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2019,,-5.1
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2020,,-5.1
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2021,,-5.7
Slovenia,A,Annual,LFEXPDMF,Life expectancy difference (male-female),40 years,_T,Total,2022,,-5
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1970,,6.4
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1971,,6.4
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1972,,6.5
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1973,,6.5
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1974,,6.6
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1975,,6.6
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1976,,6.7
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1977,,6.7
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1978,,6.8
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1979,,6.9
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1980,,7
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1981,,7.1
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1982,,7.2
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1983,,7.3
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1984,,7.2
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1985,,7.2
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1986,,7.1
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1987,,7.1
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1988,,7.1
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1989,,7
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1990,,7.4
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1991,,7.7
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1992,,7.6
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1993,,7.8
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1994,,7.9
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1995,,7.8
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1996,,7.8
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1997,,7.9
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1998,,7.9
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,1999,,7.8
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2000,,7.8
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2001,,7.8
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2002,,7.9
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2003,,8.2
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2004,,8.3
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2005,,8.5
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2006,,8.5
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2007,,8.8
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2008,,9.1
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2009,,9.4
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2010,,9.5
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2011,,9.5
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2012,,9.5
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2013,,9.9
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2014,,10.1
Korea,A,Annual,LFEXP,Life expectancy,80 years,F,Female,2015,,10.1
